source_user,recommended_user,score
PlutoMluto,Mosishoonam,6
PlutoMluto,wasmussichsagen,6
PlutoMluto,Moonutopiaa,6
PlutoMluto,Lennidarrell,4
Mosishoonam,wasmussichsagen,10
Mosishoonam,Moonutopiaa,7
Mosishoonam,para_fiiin,3
arashabouhamzeh,bahareh_dvp,10
arashabouhamzeh,marziyehm69,10
bahareh_dvp,marziyehm69,10
rahi_vatan,naronari19,3
rahi_vatan,fateme399973962,3
rahi_vatan,donjulio2023,3
charllo02797927,Fans_raefipour,10
charllo02797927,masaf_fa,10
charllo02797927,masaf_razavi,10
Fans_raefipour,masaf_fa,10
Fans_raefipour,masaf_razavi,10
7KhateKharab,sulla80063198,7
7KhateKharab,Kermatos,3
7KhateKharab,belder30,3
sulla80063198,mihanimarzban03,6
sulla80063198,amini_sali85687,3
Purplow_world,inrgss79,6
Purplow_world,doctoreyavash,4
barabari19,Ariobarzan2023,10
barabari19,gharibe1010,10
barabari19,Alighazizade,4
barabari19,pouriazeraati,4
Ariobarzan2023,gharibe1010,10
Ariobarzan2023,Khamenei_fa,5
Ariobarzan2023,ur_khamenei,3
Bahar68A,ASGHAR_70,10
Bahar68A,seyedreza023,7
Bahar68A,karaji_m,3
ASGHAR_70,seyedreza023,6
ASGHAR_70,karaji_m,4
shiim_shiim,Nadia4no1,10
shiim_shiim,Yasamin41298744,5
shiim_shiim,aghayehesam,3
Nadia4no1,aghayehesam,6
Nadia4no1,Yasamin41298744,3
Nadia4no1,Kam7yab,3
banosuozan,AliReza_PHD,4
Baran27922,yYh8x5hC6nxh1Wd,4
Baran27922,Ramaadan80,3
Ataollahsepahv4,hmhossein57,10
arda3910,zahrraamm,6
arda3910,m_pooyafard,4
SyedMubarakKaz5,sadafsheriff35,10
happymappy1991,AmirBahoush,10
happymappy1991,mamanazi20,6
happymappy1991,abanam_91,4
AmirBahoush,abanam_91,7
AmirBahoush,VikingInRasht,4
AmirBahoush,mamanazi20,3
AmirBahoush,memarchitekt,3
AmirBahoush,momgar202,3
AmirBahoush,mahtaab,3
tacharaperse,zanboore_kachal,5
tacharaperse,hesamq,4
tacharaperse,Roziiiii_r,3
tiyyamm,Sir_Horan,10
_Absolutezero_0,Soshiiiant,6
_Absolutezero_0,MMoradiyoon,5
_Absolutezero_0,bihooooodeh,3
mymoodoff,acoustic_man01,10
mymoodoff,Tinnawp,5
mymoodoff,Zhra___m,5
acoustic_man01,Tinnawp,6
acoustic_man01,Zhra___m,4
B_Elhaaam,ananasishere_,6
B_Elhaaam,Alan_tuvache_,4
B_Elhaaam,penihasaDream,4
B_Elhaaam,SimiaRoom,4
ahuramch69,Eghtedar313,10
Mrill17,nerdchicc,7
Mrill17,infamouspariya,7
Mrill17,Voobi,3
DESERTSAMURAI69,Faraneh54546765,10
DESERTSAMURAI69,AminehAbbasi,5
DESERTSAMURAI69,mahdiDepressed,5
DESERTSAMURAI69,michaelhastam,5
ahmad_ms96,Tasnimnews_Fa,10
saminshokri4,caaanaaasn,10
saminshokri4,s_m_amin_ebvd,4
saminshokri4,Cwgand1,4
saminshokri4,greentruck9069,4
caaanaaasn,s_m_amin_ebvd,5
caaanaaasn,nazaniinrzz,4
caaanaaasn,Maheniii,3
caaanaaasn,AftaabKar,3
PariaRad15,south____kid,10
hafezan64,mahsam313,3
hafezan64,shahrooodi1981,3
RezaKhanJafari1,ArezoHassn75930,4
RezaKhanJafari1,Miladdehghan10,3
RezaKhanJafari1,MeirJa,3
Miladdehghan10,MeirJa,10
__kahe_,hossein_d15,10
__kahe_,iranwire,6
__kahe_,sarvenaz_mr,4
hossein_d15,iranwire,7
hossein_d15,sarvenaz_mr,3
mrZebelKhan,SAA_IRAN,10
SAA_IRAN,pfas47,3
AAshoori1,Rzkhm11133,10
AAshoori1,yaas7618,4
Rzkhm11133,BamaramSaeed,3
hosniyekhanum,Zahra_lotf,11
hosniyekhanum,haji_8353,3
hosniyekhanum,Ala313Komeil,3
hosniyekhanum,Tahmineofficial,3
Zahra_lotf,haji_8353,5
Zahra_lotf,Omid2813,3
Gekko171414,farzad_bayan,7
Gekko171414,thedankoe,7
Gekko171414,hacolhavel,3
farzad_bayan,thedankoe,10
hamidsocial_,rosha2022,4
hamidsocial_,marzieh1993,3
Jigarorj,littlecurlly,10
littlecurlly,mmly5372611,3
littlecurlly,aref_2021,3
zendegidar_iran,nasrinbonyan,6
zendegidar_iran,_Sicily_ss_,4
zendegidar_iran,Hajmaryam4,4
MahboobehRz,SAA_IRAN,10
misshana04,nemiiidunam,10
Mmd102137,Dark_choocolate,5
Mmd102137,_chelseyem,4
Maryam_onjell,paridaryaiiya,10
Maryam_onjell,ms_nedam,7
Maryam_onjell,iifarrnazii,3
Maryam_onjell,Mojtabapacino,3
hamiid_reza,graygirll_,10
MiladGorgyn,sadeghZibakalam,10
KtaywnP,paraas2,5
KtaywnP,Aliparvar636797,5
KtaywnP,rad1789,5
KtaywnP,Elec_player,3
hamid20842,alirezasayeh,10
hamid20842,BetterCallUnes,3
alirezasayeh,NazaninKdyr,5
hellenakbari,urfavhossein,10
hellenakbari,roxnnaa,6
hellenakbari,_Its_Hera,4
hellenakbari,themarjn,3
hellenakbari,nariman__ab,3
hellenakbari,sadi21_,3
urfavhossein,roxnnaa,5
urfavhossein,themarjn,5
urfavhossein,_Its_Hera,5
urfavhossein,sadi21_,4
urfavhossein,isnowgirl99,4
Chekchekou,zhenepook,10
mrsavanzhd,SamiraSammii,10
Leilii_R,orjjorwel,5
Leilii_R,DawNingSnoW,5
Leilii_R,itsepanta,5
Leilii_R,qwertaagg,5
itsepanta,qwertaagg,10
itsepanta,Mamad_Gomshode,5
itsepanta,_khalo_Amir,4
itsepanta,dokhtar_darya__,3
savinah68,Baghestani_Ali,10
savinah68,DailyNagging,4
savinah68,MehdiRohanii,4
savinah68,peymanpp,3
Baghestani_Ali,DailyNagging,4
Baghestani_Ali,MehdiRohanii,4
Baghestani_Ali,saeid_ajo,3
Rz_zangane,fatemehalimard4,10
Mohsenjan_74,armollahoseini,4
Mohsenjan_74,RashidpourReza,4
Mohsenjan_74,Rzkhm11133,4
Mohsenjan_74,DavariAbdolreza,3
HamtaOmidi,DaryabariSadat,3
HamtaOmidi,Rhn_ghorbani,3
javanenghelaby,Ajib_Hastamm,10
javanenghelaby,HN_7068,10
javanenghelaby,porzady,5
javanenghelaby,HananyaPersian,5
lhjfx1,Merajsn,5
lhjfx1,Abooooooz,4
lhjfx1,SheykhShangar,4
lhjfx1,Saeian3rah,4
Abooooooz,SheykhShangar,10
Abooooooz,Saeian3rah,10
ava60o6o22,dokhtarmah66,10
DrYasHajii,ghaafneshin_313,5
DrYasHajii,M_gorji2,3
ArefSokoot,AziziMasoume,5
ArefSokoot,BargPsychology,5
Ahmad43390191,AryaYounesi,4
Ahmad43390191,Enghellabii,4
Ahmad43390191,IsraelPersian,3
naserturkan,AR0790HZ,10
naserturkan,SharafiMeysam,3
ulfat_adil22,noor_kochi,10
1mashghasem,HShamaghdari,10
18ZA28,fibonacci__seq,14
18ZA28,yomnaaaaa,6
18ZA28,18ZA28,4
fibonacci__seq,18ZA28,10
fibonacci__seq,fibonacci__seq,6
fibonacci__seq,yomnaaaaa,6
khankha41826828,khuram_mirzaa,10
khankha41826828,ShaukatAwan726,10
khankha41826828,patrioticvibs,4
khankha41826828,PariKiJaan2,4
khuram_mirzaa,ShaukatAwan726,10
khuram_mirzaa,patrioticvibs,4
khuram_mirzaa,kamran_kiran2,3
khuram_mirzaa,PariKiJaan2,3
mzoland,HyrcaniHRM,10
zahra_zahedi60,r_tashakoriiii,10
MehdiXr,SharafiMeysam,10
MehdiXr,AzadeMokhtari,3
SharafiMeysam,naderitwt,4
SharafiMeysam,hesamodin1,4
SharafiMeysam,heshmatid,3
Azad_gomnam,IsraelPersian,10
Azad_gomnam,yzarka,4
Azad_gomnam,ronzheimer,3
Azad_gomnam,shailevy6,3
ibnabbas75,exshadowdancer2,6
ibnabbas75,reza_twt01,4
maaahatr,officialgenebaz,6
maaahatr,Zaherparast,4
unknownuserWLF,ManUtd_FA,6
BabyfaceFz,hezarbiroun,3
Bahman_st,clover_am2,11
Bahman_st,darkAng52017201,6
Bahman_st,Hajhassan316,4
Bahman_st,mamad_jafarii,4
clover_am2,darkAng52017201,8
clover_am2,mammad138,3
clover_am2,Hajhassan316,3
clover_am2,mamad_jafarii,3
clover_am2,M1Zenab270,3
mjidrhnvrd,545_Tungsten,10
zero_m_e,SLP_2020,10
thegreatesthich,khoroshekarafs,10
cecil_sa,Rebessaa,3
cecil_sa,Baharak_Irani,3
Rebessaa,Ch_Anahid,6
Rebessaa,ramin_0256,5
Rebessaa,BinngChandlerr,4
Rebessaa,Rebessaa,4
Rebessaa,kianaazi,3
sambitsum,Emijaop,10
sambitsum,RiyanEti,10
Emijaop,RiyanEti,10
nastaran_aa,reyhan_mnd,3
nastaran_aa,aliz_abt,3
aliz_abt,Mahsa_NN,4
aliz_abt,Mk95950642Mk,4
aliz_abt,itsArmanj,4
aliz_abt,e3d35ec,4
headpho43629962,babamehdii,10
amiiiiiru,T2Sadi,6
amiiiiiru,Jesuisshams,4
LoeyPark2022,HEIROFSEKAI,10
LoeyPark2022,lvuloey,4
LoeyPark2022,ziziexol23,3
LoeyPark2022,eriexol7777,3
HEIROFSEKAI,lvuloey,4
HEIROFSEKAI,ziziexol23,4
mGeramophonev,mahan823,5
mGeramophonev,hezarbiroun,3
mGeramophonev,irbriefing,3
mobarez_nastooh,Khamenei_fa,5
mobarez_nastooh,pardisa6,4
mobarez_nastooh,RA_hastam,4
Mehrnoosh,ContextOfidiots,4
b_montazer,omidasgariii,10
iranshahr2500,MpMaziyar,5
iranshahr2500,HVerkiany,3
iranshahr2500,rouzbeh_shafiei,3
iranshahr2500,siamak_azami,3
HVerkiany,proximaton,4
HVerkiany,AlinejadMasih,4
HVerkiany,mozhganmodaress,4
majidna50839765,SasaniDariush,5
majidna50839765,Mohamad13405,5
Sadi_boy_,wvwvezee,6
Sadi_boy_,khodeshmR,4
paparak6,LiberalArtist0,10
paparak6,saraghanavati1,4
LiberalArtist0,_Samanoel,4
alirezodh,s_yas_1,12
alirezodh,KoofiPeyman,10
alirezodh,Hatefna,6
s_yas_1,KoofiPeyman,14
s_yas_1,s_yas_1,4
s_yas_1,Hatefna,3
s_yas_1,HAB1364,3
hicheh80,mahdi_anjom,10
hicheh80,hosseinkhedmati,6
hicheh80,mostafa_jalali1,4
mahdi_anjom,mostafa_jalali1,5
mahdi_anjom,hosseinkhedmati,5
ashook00,hannaitaaa,5
ashook00,shaghily,5
ashook00,sunnylaww,3
ashook00,nastaranhastamm,3
Charchism,PiyaLoor,10
Charchism,1hannaaa,10
Charchism,Aliavi448726,10
silencevoices_a,bikare2alam1,10
silencevoices_a,THEE_MARY_,10
silencevoices_a,its_reyhane1,4
silencevoices_a,ArdestaniBehnam,3
silencevoices_a,mahdi_hmati,3
bikare2alam1,THEE_MARY_,10
bikare2alam1,ArdestaniBehnam,4
bikare2alam1,its_reyhane1,4
khanoomeaghaye,lady_hastam,4
khanoomeaghaye,Bidaadd,4
khanoomeaghaye,IAMDNNOW,4
hichtan_,msfenderski,10
hichtan_,R_Nejatinezhad,4
hichtan_,HerkoulAmir,3
hichtan_,msmardietrich,3
msfenderski,HerkoulAmir,3
maasahaa,roxx_rxn,4
maasahaa,_yaci28,3
maasahaa,captainass70,3
Shaheen_pti_,pagli__dewanii,8
ZarneshKhan5,Pti780,4
ZarneshKhan5,sajidajameel01,3
ZarneshKhan5,2Sehr,3
sofu_ckinggood,hourIyhoroscope,9
Archi_Aphrodite,Sbztun,6
Archi_Aphrodite,Vitotype,4
Archi_Aphrodite,aaalllarea,4
Archi_Aphrodite,simple_guy2000,3
Archi_Aphrodite,iamsina_bey,3
Archi_Aphrodite,setiiva,3
Sbztun,iamsina_bey,5
Sbztun,setiiva,5
Sbztun,simple_guy2000,5
_sanartist_,closeeedfornow,10
_sanartist_,thirtyfinenik,5
_sanartist_,Nadia4no1,4
closeeedfornow,Dr_exhausted,6
tavakoliaann,Bahareistalking,7
tavakoliaann,Yldajulei,3
tavakoliaann,lfzqlm,3
tavakoliaann,lightylighty_,3
Yldajulei,lfzqlm,10
Yldajulei,lightylighty_,10
Yldajulei,Psych0_analyst,5
ElaheMoqadas,TheyCallMeNoise,10
mortadella123,AmirTaheri4,7
njahdi1,IrTimes,10
BanooLiii,HGouldian,10
qahreman_10,ye_bandeh_khoda,5
qahreman_10,Kolsum_Azizi,5
MrSinaa,PMohadesehfeizi,3
shexo205,m_a_h_s_a_98,10
jamshid_irani,JBehieh,10
jamshid_irani,Jahanbani_R,4
jamshid_irani,dingoola,4
jamshid_irani,Gordiiya,3
JBehieh,Jahanbani_R,5
JBehieh,Malin54449388,4
JBehieh,4Z4DD,4
artur1369,saat_vasl,4
artur1369,Maryam_Rajavi_P,4
artur1369,begoonah1,4
artur1369,IranAzad_TV,4
artur1369,ElhamNikzat78,4
saat_vasl,Maryam_Rajavi_P,10
CRetbatler,rezashiraziir,6
CRetbatler,Qaaaasem,3
CRetbatler,va_ashtari,3
rezashiraziir,Toktam_v,4
rezashiraziir,va_ashtari,3
rezashiraziir,IMAn6697,3
banooyeab,_PinAr313_,3
m3hfa,OkShbkhsh,6
m3hfa,___ooraas___,4
m__msz,vasatgara,3
m__msz,aydaiiiikmy,3
m__msz,Mamad_Gomshode,3
m__msz,DONYA_ay,3
m__msz,Banafshehviola,3
vasatgara,aydaiiiikmy,10
arsalanshu,beehnam,10
ayatkhoshnam8,NimaAdel6,5
ayatkhoshnam8,fatemeh_6787,3
this_is_naznin,Kamyarzarbakhs4,4
this_is_naznin,pinkp4nther4,3
this_is_naznin,Atiyeh_et,3
neo_pahlavism,merlin_a_h,10
neo_pahlavism,SaharSaman34947,5
merlin_a_h,SaharSaman34947,4
merlin_a_h,ARYMER_IRAN325,4
mahaa60856020,julide_moo_,8
mahaa60856020,a_man_on_a_moon,8
mahaa60856020,khodeSaray,8
AliTM1986,mehrmah60,3
AliTM1986,HOMA27091565,3
AliTM1986,setiiw_,3
AliTM1986,Javad_bh911,3
onelili87,fuzakeruna16,5
onelili87,a_fall3,5
onelili87,d8qiIip8b,4
onelili87,ebtekarm_ir,4
NaggingNightin1,SaiedM18,7
NaggingNightin1,inavidoo,3
NaggingNightin1,ThePashmakHead,3
SaiedM18,Asal13131,3
drcitalopram,E_Aria_N,10
m_rasool123,MunazzahShafiq1,5
m_rasool123,amber5_h,5
armancorner2,IsraelPersian,6
armancorner2,VOAfarsi,4
IDFFarsi,Khamenei_fa,9
DavariAbdolreza,Entekhab_News,3
marzie_25,Alireza41084,4
marzie_25,hosseyn1988,4
marzie_25,Lili_Wonka_,3
KimiaT9,paniz_mirza,3
KimiaT9,iiichiggo,3
KimiaT9,nikkilovespiss,3
KimiaT9,kamousk,3
softwar49280761,FarsNews_Agency,10
samirad1382,blackanaconda01,6
samirad1382,jabijoon26588,4
samirad1382,Vazh_humanright,3
Vazh_humanright,blackanaconda01,10
13mhs77,0Fa_ba0,7
13mhs77,madarzeshikonie,3
13mhs77,MoradiRazie,3
goodarz81,DollarBlue3,10
Maziar51207807,heart_mekanik,10
Maziar51207807,Dr__meti,4
Maziar51207807,savashsarvari,3
Maziar51207807,Leo_ghoreishi,3
heart_mekanik,savashsarvari,6
heart_mekanik,Leo_ghoreishi,3
Aylin_7373,zkbhrr,10
ariikazuka,llmaryami,10
Persiancookie,araaaad_,10
NoahBoy7693,fatemehheydari8,3
NoahBoy7693,VOAfarsi,3
Ho3ein__Mo3leh,Cwgand1,4
Ho3ein__Mo3leh,itsaboutmattina,4
Ho3ein__Mo3leh,MaralBahreman,3
Ho3ein__Mo3leh,matin8481,3
assult_branch,soltani_mahh,6
assult_branch,JBehieh,4
ArifNajafi,shamali_wal001,10
Parsa_kakooi,sayodarliiing,4
Parsa_kakooi,faezehabdipour,3
Parsa_kakooi,MaryamMoqaddam,3
Wavelengthening,MaximReza3,10
someoneishereme,_nakhodayebinam,6
someoneishereme,futureemee,4
someoneishereme,Badbunnyis,4
someoneishereme,dokhtarak_kb,4
futureemee,Badbunnyis,10
futureemee,chandlerphoebee,5
futureemee,MiddelerdSophy,5
futureemee,iranianmiser,4
Farnud_F,karma2098,5
Farnud_F,callmemahdye,5
HasanRo16697265,IsraelPersian,10
HasanRo16697265,yzarka,4
HasanRo16697265,shailevy6,3
AmirAdli79,callamittt,3
AmirAdli79,Apollonrobin,3
AmirAdli79,tanysyol,3
AmirAdli79,malashiefuckboy,3
wvwvezee,mahyaaaa_1369,3
HndsmOwel,niloufaarr,10
HndsmOwel,Medyiah,5
HndsmOwel,lilzxer,3
niloufaarr,lilzxer,5
niloufaarr,Medyiah,3
aroosakkooky,aylin_azp,3
Azadm2201011,ARDESHIR003,4
Azadm2201011,ayyarom,4
Azadm2201011,Kolmar_kolmar,4
ARDESHIR003,ayyarom,6
ARDESHIR003,jimirh_r,4
ARDESHIR003,alikarimi_ak8,3
ets98368747,MohammadYn07000,10
mamazbaba,shahintahmaseb,10
mamazbaba,shokri_mas88249,4
mamazbaba,War_Mapper,4
shahintahmaseb,War_Mapper,4
shahintahmaseb,arash_shojaiann,4
rastgar_p,Fariborz_01,3
rastgar_p,sa_helam,3
rastgar_p,mahafariiiid,3
rastgar_p,BashashZohre,3
sa_helam,Zahra25_69,3
LydaRad,IsraelPersian,3
7Metti,ziaeeparvar,5
7Metti,iiichiggo,4
7Metti,nikkilovespiss,4
7Metti,kamousk,4
Ziidan2022,Dokhtaresarhang,10
Ziidan2022,banoo_S_M,3
Ziidan2022,abzoh86600,3
Ziidan2022,azitaaa56,3
Dokhtaresarhang,azitaaa56,3
Dokhtaresarhang,mey_3Am,3
delvan_handmade,Hamin__Amin,10
delvan_handmade,maryamasefi,4
delvan_handmade,mohammadii021,3
delvan_handmade,imirvld,3
delvan_handmade,sheydaghasemi,3
Hamin__Amin,sheydaghasemi,6
Hamin__Amin,mohammadii021,3
Hamin__Amin,imirvld,3
Hamin__Amin,amirah00098,3
Raha461Gh,cooffeinn,7
Raha461Gh,charlichapleen,7
Raha461Gh,capitanjimbo,7
Raha461Gh,samir1989sh,3
samir1989sh,milad_esmaeili_,6
samir1989sh,ho3ein_aslani,4
samir1989sh,Nrn48293757,4
samir1989sh,samenmobinss,3
ufclov,farshidbabaei18,5
ufclov,ManotoNews,4
__Injaneb96,IranIntl,10
L_Heela,TheLostJalalzai,6
L_Heela,1TVNewsAF,6
L_Heela,L_Heela,4
AMohammad_seyf,Minoora5,10
AMohammad_seyf,___soheil,4
AMohammad_seyf,mspouyan,3
AMohammad_seyf,H10odi,3
Minoora5,mspouyan,7
Minoora5,___soheil,3
Hamideh6319,bazmimbamimbaz,3
asemaaneh,momentsofence,5
asemaaneh,aarashkkhh,5
asemaaneh,naviddanyali,5
MehrizadehBehn1,Asje2023,5
MehrizadehBehn1,ElhamNikzat78,5
vatanamiran67,V_Mehdi10,4
vatanamiran67,Nsbshima,4
mp65648787,ambition_mm,3
mp65648787,mehrmah60,3
ambition_mm,AmirHossein171,4
ambition_mm,Mahnaznd,4
ambition_mm,syawwsh_121,3
ambition_mm,mareenaa5741,3
ambition_mm,MMobarakzadeh,3
ambition_mm,shervinEtemadi1,3
6ooall,il6r_,10
agapeh37,agha_rashti2,6
agapeh37,PahlaviReza,4
agapeh37,Verethragnan,3
jonatan_garret,Falconintwt,10
ggehhry2,alinaghi2018,4
ggehhry2,ajibzade,4
tehr46,iran_war_room,6
tehr46,Marde_Hesab,6
tehr46,ShamgahEtemad,3
MehranRajaabi,IsraelPersian,10
MehranRajaabi,ronzheimer,4
MehranRajaabi,shailevy6,3
imhateyou4,mewcat0,10
toghyan_021,anitaach84,4
toghyan_021,FatemZh,3
toghyan_021,Whaleinbowl,3
Enghellabii,hMCxeEf3CmZsvld,3
hMCxeEf3CmZsvld,shahrooodi1981,6
hMCxeEf3CmZsvld,javadlio1993,3
yalda_Y_A_L_D_A,Mn59686474,10
femme1146,esmaeils1169,10
femme1146,visegrad24,6
femme1146,IranIntl,3
esmaeils1169,visegrad24,7
nazanin7,pizza_facey,4
shwalyh_t,IranIntl,10
Mahnoor2662,farrihashmi,10
callme_saboll,pirekhaaraabaat,10
mhde_jln,mhpoyanfar,10
navidafkari1398,rvk123,10
navidafkari1398,naderifar,10
navidafkari1398,Nilooo561,4
rvk123,naderifar,10
rvk123,PahlaviReza,5
shahin_1373_,SaiedehSaideh59,10
shahin_1373_,sadeghZibakalam,6
shahin_1373_,PahlaviReza,4
SaiedehSaideh59,PahlaviReza,6
SaiedehSaideh59,sadeghZibakalam,4
MHeidari5597,porzady,5
MHeidari5597,beehnam,3
FtimA19791,farzin2000sat,4
FtimA19791,Nimtheft,4
FtimA19791,aaaa81012,3
FtimA19791,presidentAli13,3
pharhad7z,Rouin13,6
pharhad7z,Tavangar_hamed,6
pharhad7z,worldranking_,4
pharhad7z,s_a_abp,3
pharhad7z,m__mhmdiiii,3
Rouin13,Tavangar_hamed,10
Rouin13,m__mhmdiiii,6
Rouin13,s_a_abp,4
purple_XRey,002Farzad,10
purple_XRey,quelquundautre_,10
002Farzad,quelquundautre_,10
Ali51878450,kayvanabbassi,10
fatemenajafi10,Marami444,8
fatemenajafi10,Miraa_SSS,3
fatemenajafi10,Saralouee,3
fatemenajafi10,khaharshohar00,3
Marami444,khaharshohar00,4
Marami444,Gazali68,3
Marami444,Miraa_SSS,3
Marami444,Saralouee,3
Marami444,iamneda,3
Marami444,charcoal456,3
Ur__Guy,tuneconnaispas0,10
Ur__Guy,ginandtonicftw,5
Ur__Guy,nooname2023mnz,5
tuneconnaispas0,ginandtonicftw,6
tuneconnaispas0,nooname2023mnz,4
tuneconnaispas0,mohamadmar3827,3
jamal48715051,dw_persian,10
SAVAKIAMII,Billghasab,10
SAVAKIAMII,ava_24f,5
SAVAKIAMII,baaarraaan,5
Billghasab,baaarraaan,6
Billghasab,ava_24f,4
mo_mo_IRI,IsraelPersian,4
mo_mo_IRI,Alighazizade,3
mo_mo_IRI,IranIntl,3
mo_mo_IRI,FarhadiIvar,3
_asedm,Roteill,10
_asedm,13javad81,4
_asedm,MasihDigital,3
_asedm,heart_whatch,3
Roteill,h_sadeghi_b,3
piro0o0oz,Me_Unstoppable2,7
piro0o0oz,imanansarifar,3
piro0o0oz,KooshMaa,3
piro0o0oz,mina_usual,3
Me_Unstoppable2,RebelNews_QC,3
__thetrap,haji_loading,8
__thetrap,Nadoo_lm,8
__thetrap,maafqud,8
J1nne,BowesChay,10
Hadi44413,Ati1995Atefe,5
Mahdibg98,kooti_kooti,10
60tam40,hoseininanluo,5
60tam40,Amir59717159,4
paberahne2,ala5754,5
paberahne2,60tam40,3
paberahne2,Armin19910215,3
SoderanSouza,anitablian,10
o0Eurus0o,sneakysajad_,10
AshariAstani,Golzarfar,8
AshariAstani,Entekhab_News,3
AshariAstani,izadgashb1,3
saeedgld1,sayeh6699,10
iitsmamad,MasihDigital,5
iitsmamad,heart_whatch,5
iitsmamad,Petros_Moanas,5
Petros_Moanas,masud_M_F_A,4
Petros_Moanas,audi_TT00,4
Petros_Moanas,Animateddictio,4
Amir_Jahaan,sayeh6699,10
AtefeZeynali,MyCoffee79,5
AtefeZeynali,23dochar,5
AtefeZeynali,NaderSohrabii,4
23dochar,niloosalimi,5
23dochar,NaderSohrabii,3
hoomaan1981,gardenrobinn,3
ZartoshtBoZorG,yaqubyasna,3
IrajRezazadegan,YasiPatriot,4
IrajRezazadegan,KnightAnahita19,3
IrajRezazadegan,HegeI_javan,3
drdrhh,avaeiii,3
drdrhh,aminthegrayy,3
drdrhh,heyimusingwa,3
mitooolixx,moeeab,10
mitooolixx,maryjeina,3
mitooolixx,kiemnnistm,3
AfghanZalmi125,IDFFarsi,10
AfghanZalmi125,IRIMFA,5
AfghanZalmi125,IRIMFA_EN,5
AfghanZalmi125,Khamenei_fa,5
Damoon4u,NaderSoltanpour,10
HHikmat771,ZawiaNews,10
papillon197t,Qa__ir,10
Sadeghlim,ahmaghtarazto,4
Sunrusha,Ramin_212,10
_aboutMonarch,ashrafmakhloogh,10
_aboutMonarch,Foxie691992,5
_aboutMonarch,lagertha_90,3
Passargad20_20,kkoohhyyaarr,4
Passargad20_20,MehranS39353534,3
Passargad20_20,cheeiizz,3
Passargad20_20,Shervinator79,3
kkoohhyyaarr,JoonEbrahi96496,5
kkoohhyyaarr,cheeiizz,3
kkoohhyyaarr,Shervinator79,3
_mohammad315_ir,dew_313,6
_mohammad315_ir,Poshtiban6236,4
peace_dream1400,hosseyn1988,4
ghalamfarsa,mos9366,3
raheali01,alirezarasouly,7
raheali01,alishirazii2,7
raheali01,rezamehri61,5
raheali01,Homogenic402,3
alirezarasouly,alishirazii2,10
alirezarasouly,hamiidsadegh,7
alirezarasouly,Nayere_n_d_81,4
alirezarasouly,rezamehri61,3
alirezarasouly,Jordan_2nd,3
fatemehfso,Hesam2662,10
mishakerz,caissesdegreve,7
mishakerz,jafar_usf,3
mishakerz,RezaNasri1,3
Tlacatecuhtlian,Drlido2,13
Tlacatecuhtlian,AlirezaV52,4
Tlacatecuhtlian,Tlacatecuhtlian,3
Tlacatecuhtlian,dokooii,3
Drlido2,AlirezaV52,8
Drlido2,dokooii,3
Drlido2,ABOUTFARNIYA,3
punkiiip,closeeedfornow,10
punkiiip,thirtyfinenik,4
punkiiip,Dr_exhausted,3
punkiiip,Nadia4no1,3
rezaahmadee1340,Maryam_Rajavi_P,10
im3no0ne,Azimuth1400,13
im3no0ne,sinaaaa1371,10
im3no0ne,miladd_daei,4
Azimuth1400,sinaaaa1371,11
Azimuth1400,dr_alma__1,5
Azimuth1400,javad_t74,5
negarj1378,PahlaviReza,6
negarj1378,beehnam,4
Peedru7,Itistation,5
Peedru7,yeboosbede,4
Peedru7,Neyzzzzi,3
ArameshAtiaram,PahlaviReza,3
ArameshAtiaram,nazanin7,3
rohan46519575,allamehmadjlesi,5
rohan46519575,baran__wakilii,5
AmoyeRosita,Mansoureh_Ro,10
AmoyeRosita,e_moodyblues,8
Mansoureh_Ro,e_moodyblues,4
Mansoureh_Ro,_JackofClubs__,3
Mansoureh_Ro,maman_poopak,3
Jeanne2022Rev,RobinKorte_MS,3
doornayeomid,jonathanhardy_,4
doornayeomid,IranianPlateau,3
IranianPlateau,IranianArts,5
ArmanRadma12215,EvaristGaloisir,10
Megacurly93,kingEbram830,5
Megacurly93,vanitarmart,3
Megacurly93,kimiya63Ram,3
karaji_m,ishikhaki,3
karaji_m,IsraelPersian,3
arashshahrok,YazdanKarimi10,10
AN_IRANIST,Az_shh,5
AN_IRANIST,3taye6,5
zero000_s,oguz24boy,3
zero000_s,Seyed47,3
zero000_s,iranshahriii,3
zero000_s,vakhasafalghamr,3
madineh_ahzar,hadimehrane1,7
madineh_ahzar,IsraelPersian,4
madineh_ahzar,yzarka,3
MeHengam,__theoutlier__,10
MeHengam,fant0me_bleu,7
MeHengam,_theLnaz,3
__theoutlier__,_theLnaz,6
__theoutlier__,fant0me_bleu,4
houmans1,Khamenei_fa,10
negarrezaieh,ReihaniHamed,10
DuckinfHatwYou,out_farsi,4
DuckinfHatwYou,mohammadd4456,4
DuckinfHatwYou,mamadmelone,4
DuckinfHatwYou,mitra_khorshid_,3
NeoRezM,irsepidar,4
NeoRezM,HichkasOfficial,4
NeoRezM,HengawO,3
irsepidar,Alan_kurdm,5
irsepidar,RaNews2023,5
irsepidar,meemaaaaar,3
Walterakam,1500tasvir,4
Walterakam,Na_zzz_y,3
Walterakam,sefid_irani,3
Walterakam,mim_chashm,3
Walterakam,iwnili,3
malihe_toosi,Mahhbano,10
malihe_toosi,aghaym99,6
malihe_toosi,tirdookht,4
