source,target,weight
felfelsiahh2,Farha_ng,1
archidocmonro,abdolah_abdi,1
KindMamad,Melikamdmr,1
Alirezsalehi,theminthy,1
mahsamoz,mahsamoz,1
Hegmatan091339,Birdofpeacelove,1
atieh_t,mane_akas,1
HosseinMakani,majhouliat,1
Hadi39077704,taslimnapazir,1
NaboodYeki,erfanhalghehtv,1
riiinzzz_,__iamMarmar__,1
Fuckyouppa,thebabydo1l,1
PsychoNaz__,HajipourShervin,1
Berrnadotte,MadelnCanada,1
RRanjgar,SamiraGharaei,1
muadhnaitormod,zadeshahrr,1
R_haji,Rmahdavii,1
Shostasym5,BBCArdalan,1
Parinaz_ETSM,stillgray,1
HoFa_Dev,imnooshin,1
NaseemSolh1,MsLoghman,1
yaghlavi,HamidTeimouriii,1
MajzoobiSahar,bayat__sare,1
mortezadalil,drpezeshkian,1
gccdkid,sinaamir79,1
Drsymptomless,AnneShirley1996,1
Emroozzz,LightofRev,1
mwlwy16,TheHazaristan,1
MShamloo83780,m_shojae1,1
IAmSEPY,itispeg,1
Hy4kkim4ru,ishikhaki,1
Hadi44413,am_75_sh,1
Mohammadghama13,hssaremi,1
johanne73279207,zendegi_sepide,1
somayeh_banoo12,mhamha9048,2
Mr_amib,Mr_amib,1
antiliers1979,AntiLeft_Iran,1
jurijurtan,khanome_sharifi,1
meemalefnoon,ghadiricyrou,1
winterssyelaa,Pedar_Bozorgggg,1
PafPif4820,Cowboy_datoboy,1
HOOSH_30YAHH,imnothatbitchfr,1
iranema2017,Maryam_Rajavi_P,7
Hermionsaphira7,Saberniko,1
golbavine,laleh_13245,1
truskesadeghi,IranIntl,1
nashenas34,womenaidafghan1,1
ShayanX0,PahlaviReza,1
bitalbiaat,IranNewspaper,1
Sadiq3060,iam_farha,1
DrRadSh,DrRadSh,3
RShnas23283,violetkikii,1
ShahinEmami4,ZohrehMaliki,1
fatool04,hastizopherni,1
alidikafraz,alidikafraz,3
momerto2,ShamgahEtemad,1
Alamatsoal1,kablaeih,1
mghkh67,IsraelPersian,1
SDHOSSIIN,IsraelPersian,1
NegarS200,aysuo_oda,1
Jokerknight23,mozhganmodaress,1
NwyRfan97071,xariblbl268293,1
hiddenfaacee,doubleA__G,1
PAameliefard,jedaaal,2
Shahab55371524,Mehr_mihan,1
Navidrafieii,_fatemesadat,1
YoungBegy,DARIAAKAR,1
ailashafaghi,LiberalArtist0,1
Amirmotamed14,milad_nrb,1
moriarti36932,safarazlilipoot,1
DeliveranceEhs1,ShahKasra,1
aidin_orkhani,ali_shahbazy,1
Fatima132t,mahdia1990n,1
akbarpour__,sinag625,1
pemanmohamad,Maryam_Rajavi_P,1
moeen_ja,imarjaaan,1
thesheystark,Amin_rahmani_,1
pedpedo0,maghsoodi61,1
majidmarandi2,trace_of_blood,1
4Z4DD,Haghgooie,1
Lady_Verta,mozhganmodaress,2
Sorena794,hosseindehbashi,1
ArashkRajabpour,SoudehEbz,1
srbzwn19921631,Amirtaher_1361,1
Amir_low,devilperya,1
hosyn661,Samacking,1
ghalbkahkeshan,behrang_sohrabi,1
maryamsaryar1,MrezaAskari1,1
KouroshPirhadi,Piichaaak,1
mohsenhashemia4,abmomeni,1
maanenaa,kaghe_official,1
zadeyepayiiiiiz,zadeyepayiiiiiz,1
iranianpappiii3,ParhamRamin,1
khatamAkram,M3hd4d,1
chamrooshiran,iranianmogham,1
AtsizShah,venusiii20,1
kandushagi,IDFFarsi,1
liliiipoooot,alandi52,1
Fateme95_,KazemRashidi,1
_sadat_razavi_,davoodiiii,1
trytowritesth,Manteniaaa,1
saboornistam,mo_mansoori7,1
AbolfazlPashaee,huseyniyyun,1
asaymooss,fatimah_mim78,2
sulliivansilli,ip_Guy_,1
it_is_mr_nobody,_JJ_twt_,1
sarvaregeram,irani2023,1
PirMard10,AliKhosravani7,1
afsoon35214803,blondisecret,1
mila009288,ZaneSharghi1358,1
reza_twt01,khanm_zar,1
faatal20,dokhtkochi,1
Taheri15Taheri,sadrafarahmand,1
_sarra_j,naziw_j,1
SimonCG125,ali_shahnazi,1
MojahedinFan,iranema2017,1
NArastooei42591,kimtekook55,1
RealMrhz,RealMrhz,2
SepidehArang,arefghasemi,1
theSingleSoldir,Azarmid43584215,1
tachy_bana,Zm_irani,1
2May19611,kiarashfarasat1,1
Firiki5,saeidzariin,1
ZKambiz,abotahaali_ir,1
Mester_shinn,tirazisss,1
7_Su_nn_yy,gonewiththegaaa,1
mootalaee,injabod,1
N_Salighehdar14,AlMosahf,3
hooma7nr,SamiaKharazi,1
Yeager____Eren,Tayolmaz,1
melooiii,amirbottt,1
parynazz1031k,meh_tzke,1
SJean007,BBCArdalan,1
hachbdin,MeYsaMHaDa,1
_Danial_Nzr_,bahar_narenj_78,1
IRAN7045,BBCArdalan,1
bluishalma,moeinkarimi76,1
shahinkurdish1,cinnamongirl1__,1
Saadsal70393820,najahmalii,1
sedaghatirn,aghaayekaaf,1
Adlin_SheHulk,darkmoononearth,1
mor7rma,MadridUniversal,1
murshad763,naheed__gul,1
Abedin21369246,__Toughguy,2
maaztikan,turkiyyaat,1
hamonamirr,hamonamirr,1
njm_fm,thvegakim,1
Adrian75189654,Alighazizade,1
R92489248,R92489248,1
farzamarghavan,HosseinDalirian,1
unique_78_,sahar_m79,1
ajdemarang,IlmFeed,1
msaa_40,Pslh2,1
jei94342221,zhuanism,1
ha_chief,ha_chief,1
OlgaProvskaya,mosaferehgharib,1
fnaghibi1993,who_saraa,1
hamixxx,ghasedak189,1
i_mashayekhi,ManotoNews,1
setareh_jalalp,mmmnnkm84534,1
Ali_Moshae,Ali_Moshae,1
ArashKay,Iranland7,1
avvinaaa,itsparmismis,1
mohseni110110,amingh_888,1
AminFouladi,_khatkhati,1
Shinre2002,armanj80,1
_aboutfaezeh,mohaddi90,1
Faghatiranjan,PersianHonest,1
erdosipour,n1988_n1989,1
pay__vand,pay__vand,1
meowmeooowme,DktrSydany,1
SorrayaJafari,bahari9baran,1
sasan5066461056,alasht_Iran,1
pinkwineeee,Erfansolltanii,1
Blackkkk_Cat,abtahi_m,1
ManizhBabaei,ermiapooyan,1
313sm121,_Mahdiyar313,1
Maasiii90,IranianPlateau,1
315Mahdi315,chetersoon,1
sunlight092022,Sara818697,2
bahaar_fr,chi_mikhori,1
SFeridoon,MahnazShirali,1
jointlessboy,rafiiiiigh2020,1
texas6loolband,mehdi85591216,1
mlkarstt,itsnotrozhin,1
SolomonDA_King,Hashemi007M,1
Tasnim6112,TuckerCarlson,1
SetareBaranii,khokhlakof,1
smallpartisan,Farh4m,1
cheshme_belqhis,zendegi_sepide,1
lightlordhippo,lightlordhippo,1
0savagerose0,kiimshiin,1
lOrange_Girll,mahdiinanloufar,1
HamidRiahi,ElhamOmidvari,1
ali_noury0,IsraelPersian,1
shrabkhwar3,cohyil,1
bohluol,ariishaah,1
sazegarn4,yek_zan_,1
EikiGaY,ibeetaai,1
Hasan87729827,Litttle_dolphin,1
nissandriver68,HalaJaber,1
FrankThePaniran,AsbeAtash45,1
NMMlight,major_javad,1
jikopiko61871,Xman1Simon,1
Mrslovetttttt,Mrslovetttttt,1
former_optmist,JawadBahonar4,1
HamidHiroo,mhrnzkh,1
mpmpmp84,venusiii20,1
Sadeghii3n,rezakhaji64,1
FAbbaszadeh1,FAbbaszadeh1,1
_habout,OrdinaryBoy77,1
ati_hh,sourmelina_ay,1
she1syas_,3rphaan,1
Sepehrzenderoo1,PadDolat,1
sci_developer,khazanpm,1
fat_partisan,Lastpatrio19054,1
nilgoonim22,jvs89958333,1
pooyasp2,Nel_GashlyCrumb,1
RezaEsl,Sadafbanooo,1
Humtum33552282,Nimra_Chand2,1
Shaghayegh_gh_,Shaghayegh_gh_,1
hamedebrahimi_,SalarHA7,1
FarmaniBeh6169,IsraelPersian,1
_paria_paria_,khrshidkhanum,2
MAshraf93397074,FarooquiJameel,1
3rphaan,k_mohi_19,1
KiaBozorgomid,syjebraily,1
ayyarom,IsraelPersian,1
Roshana75362290,Amirabdolahian,1
gccdkid,zyucklaaa,1
lilyFoz,8_kosarism,1
nicolas_saaf,DennisN,1
ruzbehpersian,H_masoumi_,1
FatimaAriani,JoonEbrahi96496,1
em_ad_20,Great_JGatsby,1
money9009472,amirbhaghighi,1
Gahvare,hosseinkhedmati,1
parham_f,NWARWA,1
Amo_hosssein,reyhan_khanoom,1
MohammadAmin_pg,AmirAdli79,1
Masoud_Mc2,ArezooTorktaz,1
nanioiom,h__Paradise,1
dima033958631,HRA80,1
mookhormaeii,maanayamerak,1
mjtba_slmn,helloolleha,1
frenchie_momy,urfavhossein,1
sfzarandi,MehdiKharratya,1
SadenaLotfi,behroozrezaei61,1
smaminmosavi,Arsha45914097,1
Frodooobaggins,PahlaviReza,1
325719ss,HRA80,1
Azarakh03955707,Azarakh03955707,1
Ahmad_NVC,Afsane_HZ,1
babak20865,conctantineman,2
nafiseh_media,indypersian,1
teymor_z,Emvinad1,1
f_swh5y345,Amir60118403,1
yeahdatsritenig,Ivar_lathbrug2,1
thepoemherself,hame_hiCH_,1
DJ_PashmackZzz,JeanBaptiste912,1
VafaSepide98658,Fakestar240,1
aloneokti,purpleeehoney,1
MR_Salek_Rahimi,alehabib2,1
armin2020,Borhan_Majd,1
MNasiri175209,Grrmanesh,1
FahimFetrat,FahimFetrat,1
nazdikesobh,nazdikesobh,4
joneidj2,Inversionism,1
vahid58895018,mollah,1
m_k_y_72_2010,tahminehmolaei,1
art_Missafa,journalist23640,1
AdelSh82,IsraelPersian,1
Ay1arr_frj,alieaslii,1
monalisa_nnnn,amireafshaar,1
avishan__,kamora468,1
GolestanParsa,PouianTheGreat,1
_itsmehran,kochebalae,1
MAslamMetlo786,BappiMaalik,1
marehtalaie,SaiedehSaideh59,1
BehzadPirDez,yaldanshvri,1
Jawedsaighani,fatama_rabani,2
ElhamOmidvari,Nahidmmm,1
Esmatpuranvari,neda_andi,1
Yavartanha1,knightpars,1
amir1369267,REZAKH__,1
PRafieian,mosafercocholo,1
BahareSiavash,ir__mohajer,1
mona_mirzaa,Seticementa,1
Ayar_2525,zakya_zak222222,1
DaeiParviz,mfwhowhowhofff,1
Ebrahim_vet,naamehrban,1
JavadF73900715,oongandakhlaghe,1
NaimKhan437,Ayar_2525,1
liliiipoooot,commisser44,1
rezazadeh1122,sinantheheiran,1
magnolia137768,HiBY1367,1
VatanParastan,021babak,1
rjal59860,rjal59860,1
mmdhrrr,asmi111_,1
fatemehni3,Eiynimaryam100,1
SADRA_9093,Dokhtaresarhang,1
Asgharkeshavar7,V_Mehdi10,1
Meysam10915281,sadrabackup,2
7mrseven77,kindgirl2022,1
GamGandi43325,anamahmodiii,1
Kioumar23284033,bigdeli1343,1
engine1168,HGarmrodi,1
BehiInFarsi,BehiInFarsi,1
Eric90861089,moh_Evaznia,1
saba_khoi,saba_khoi,5
IrandoustAmir,IrandoustAmir,3
nesaiw,bitahoran,1
MrSinaa,reyhan_khanoom,1
mohsen1401wine,indypersian,1
spid1819,shaghayeghz13,1
hsyn69565607,hsyn69565607,1
s_vahedi63604,naderitwt,1
9BitteR_TeaR8,ghazi_twt,1
hamonamirr,sweetsahel,1
mohammadaraste8,aban_fh,1
rezedit0r,hlinahjj,1
lyeganehzahral,ava8_a1,1
cute_zaroo,RebelByThought,1
ahura_hastam,Saramqdm,1
mohadeseh5839,Mohmmad91120099,1
BlueBlack_97,NomatterMahdi,1
MM134509434,chiralko,1
Hadiskhani1387,haj_mohsen25,1
persianJeremiah,nazaninghrmni,1
farhad64251797,Alighazizade,1
kaktousa11,MMbyna15828,1
8WluPKXTyqGS1Be,IsraelPersian,2
_snowflake_____,Iamfarshid,1
PesianGulf0098,heech__,1
CatastrophicBug,Siaasaat,1
Unforgiven1371,InklingMadchenn,1
Hossein135366,rsal9008,1
__mendokusaieee,__mendokusaieee,2
shyla_syamy,KimJongUnArabic,1
dr_ahadi9,Baharistan11,1
kuchiafghan,Akbari2025,1
vw38228573,_Mahdiyar313,1
shrabkhwar3,Havin_75,1
bananazhn,Familm6,1
hT058l7wEweQfNU,TORaNJ02090388,1
farhad4405,AsgharSepehri,1
315Mahdi315,mehdilimit,1
dadashgool,SafireAazaadi,1
Milad_3535,KSA_farsi,1
saajadi128,fate313_meh83,1
rbtosis,lifele666tar,1
Ashrafnaimi2,Oldtiger666,1
babyforever025,raisi_com,1
roomokhhastam,hanieh35,1
foreverfobel,REZAKH__,1
foadshams,RNowshadi,1
parizadam,Da_setin23,1
Bi_stoon,IranianPlateau,1
miyalovegood,aminthegrayy,1
FrankThePaniran,hosseyn1988,1
sarbazgomnamm14,_shahrivariam_,1
ata27772,Alishko__,1
theferferii,sadqy304291,1
FadaeiShahin,B612Maryam,1
AryaMihan,nasrinraj,1
anabelll_70,imyesbody,1
Aliyagh68018876,taj_m2,1
bayattork99,AAKabiri,1
apichaki,hmousavian,1
khomeinishit,sa_helam,1
FarzanehAghaei,robsmithonline,1
hajSher0vin,farimah61260175,1
MRamzani4,rahimpourazqadi,1
NotLupino,stdanixam,1
hafez461958,HazratAadam2,1
mobin_kik,rahimpourazqadi,1
bahbahadad,vakilmodafe69,1
Pedramparsi71,dialecticum,1
Tanhaye_bandar,Aminam12345,1
HassanRonaghi,HassanRonaghi,1
shadiographing,Mbagherzadeh1,1
ShkrShkn,gholumam,1
Frauminaa,Frauminaa,1
Dryassin6,mahmoodjavan,1
thebabak1,m41522090,1
Liliomnil,elmira_sharifi,1
2_mahil,yaaqub1,1
saeedd771,Erfie_solomons,1
AshA93507673,pasargadguard,1
zan_naser_shah,bernoj22,1
S_zahra_h2,8_kosarism,1
alikhanbabaa,thedudless,1
wehrvb,YoshiPanahi,1
ShahriyarNiafar,iranema2017,1
hoss66ir,IranIntl,3
YOURFATHERAVIN,itsnahal__,1
Gelofenism,soniyanistam,1
simonnthr,pyazgeeee,1
amirhkm8,mitraawjf,1
maryjane_hj,kavir1111,1
iam7light7Salt7,Mohammd6886561,1
B_Jabbarpour,shipoolix,1
hematqolizadeh,syjebraily,4
Dina_radmanesh,Mojtabapacino,1
ghazal_anns,YaserDgh,1
Basharat__shah,Maryam_Rajpo0t,1
AlirezaAshabi,Grrmanesh,1
khanumelubia,khanumelubia,1
honey26461086,IranIntl,1
mehdimirzaei55,mhmd_zndy,1
tatan_99,Golnazjafrabadi,1
jeuneamant96,behroozrezaei61,1
moon_at_apogee,daddofanne,1
nazaninrfiei,abimesedarya,1
SolomonAli74035,a_parsa_z,1
Maanoji,Ibrahe75,1
mardemordadi,SooNaaz,1
HA_L_TW,rswl8781281,1
TanineAzadehgan,DrParchizadeh,2
ahmadjami1335,ahmadjami1335,1
Pari91644032,sonofniche,1
aim_54a,patrick_jane77,1
Mahdiear110,IDFFarsi,1
shishi_good,mmdsnydry15,1
bhk_ny8,sarynaa19,1
A_z_im,artare_ir,1
khonyagare,khonyagare,1
saeidjalizzo,Kolmar_kolmar,1
omid_nick,omid_nick,3
Milad_3535,alpr7700,1
afshin3a,out_of_thenight,2
andiwanttea,uwueou,1
afk_arshia,ShahroozShj,1
Mhamdmhh,Mrsnobodyy2,1
anoshh_1982,callme_niina,1
alisafavi1995,IsraelPersian,1
Mehdi40249719,Uzu_Qara,1
mohsenmmb4,whiteheart963,1
rezak121212,paniranist_info,3
falseround,miladkh42,1
RKh1057593,PahlaviReza,1
ZeShanXI,_Brown_gurl,1
berangShab,javad_t74,1
kyanakeneshti,ghazalkaamran,1
ZareeiReza2,fcpii_official,1
Aileen_Noor,khokhar_Pedia,1
acoustic_man01,Tinnawp,1
Ramin435,RamezanAli2,1
inmahaf,Kalireza2016,1
Sobhan_19,zaman_zohour,1
nikkolaxx,__s_h_r_,1
itsparastou,moaming22,1
Restart6777,ShayanX0,1
KingFareed1404,Maryam_Kami,1
Zahraathar2,karaji_m,1
vangelis_per,TavaanaTech,1
IeilaReza,farbodebrahimi5,1
ArtHam3d,Mahtabh11,1
mani_yarahmadi,mohwdesee,1
BerlinH132,mohshaltouki,1
ahbaram1,Elnaz88869557,1
iamkimix766,barpappapapapa,1
comminout,gh_davoudi,1
shazde_ehtejab,hazrate_edris,1
tyrdd1311183,Aryammehr2,1
SShahidsaless,ME_Observer_,1
KotletMaker,EbneHava,1
shekarbanoooo,forevermr_,1
Bitanoz,nasastam,1
ZMrtvz,young_sheldon1,1
liiyeniw,mobinamkhob,1
Msg2022A,ShelerHaghani,1
xardashiankim,nattaashaa_r,1
J74wb,Serpicoo3,1
S_Seerat_,its__shai,1
Ana318334376466,IranIntl,1
Mohammad_Slmm,Maasiii90,1
QoreishiSadat,MoReNaTo3,1
NasimFarvardin,NasimFarvardin,1
Beh_mp54,RNowshadi,1
A_nezhadrajab,bahari9baran,1
AzadiIran5,ArdeshireIran,1
avazhkhan,avazhkhan,1
boujmat29854,bashirtash,1
iranenazila,Aria_iran38,1
Nafasmsv,goooodgirl92,1
mahimah72,Azimuth1400,1
vanitarmart,PardisHvn,1
dokhtarr_payez,safora_07992,1
Mixteleg,hashemy_ir,1
determoon,_roozhan_,1
saamiiish,helllen_7,1
silentia1982,THEIR_ZAHRA_,1
molsonthemuscle,Hxxstyyy,1
mnHamonm,abnosflower,1
sheyda_baloch,BBCArdalan,2
ferferiorg,Memool_3li,1
MBarzegar28,projectmeshkat,1
tmshirazy,BBCArdalan,1
mnikzad408,SadriniaAli,1
omidmoghaddam16,Neginghafouri,1
DNegarr,Nazaninpialeh,1
mahdisaazvar,NNaavviidd82,1
NE0UM,Master_Mirr0r,1
sunnybashi,sunnybashi,1
Zvenusstar11,ES_LOVE60,1
n0o0osh___,Mahyargdrz,1
MohammadRnFr,Gordiiya,2
SA_________BA,hamiidaskarii,1
yakuzauser,DennisN,1
SamanthaIrani,Faryad6125,1
Koorosh_tehrani,farbodebrahimi5,1
KhPysh96749,ElonmuskN95,1
MpMaziyar,CTVNews,1
samsum_59,_shakhe_nabat_,1
PrYhsiz,Soheila_81,1
Luxurylife1987,Alighazizade,1
jizghil,barhos_,1
birazbilinmeyen,morysh10,1
Rastin_Research,Rastin_Research,2
GGaryCCooper,Mahdiammmmm,1
Zakhmeh12,ishikhaki,1
khodeamiiiir,MrAmir_30,1
Allaboutleiy,pretty_girllll7,1
annaqnv,annaqnv,1
AhmadSaif333,MeFixerr,1
_amir7_,__Ryhnn,1
nadermansouriog,attilus,1
tnt6644,IranianPlateau,1
AliArmAre,pasha_zeynab,1
MuzamilZaman7,Shaheenmughalp1,2
magnolia137768,heir248,1
Bat_womaaann,netanyahupersia,1
gholami_kowsar,Who_sHuman,1
molaei1365,r0ostami,1
ChiBegimKhob,Milanaddicted11,1
Elamisei,_peymanchinisaz,1
aradjaabe,ImagesAlbum,1
marji_cobie,Ciavash54,1
Nafasesh,skimy0,1
hamedhaghi1360,asedmahdiii,1
Sativa888,stevemc_queen,1
marmar32212429,hajmameed,1
Sepehr33333333,Payam_7777777,2
shiponada,Haghaie,1
Aliii672x,0savagerose0,1
Mohamma65799600,a_alegry,1
hamid116,aamiriran00000,1
eisaali1355,Siaasaat,1
mahmud60,IsraelPersian,1
CyrusTroops,_Mahdiyar313,1
moothemooo,moaming22,1
iranshahrkohand,poneh90913105,1
bequiteplz004,1alirza1,1
mahzon36,zeinab98ak,1
sep_hax,dream_6788,1
ZartoshtBoZorG,TinaGhazimorad,1
Frrx_x,bts22662,1
yoolenda,HanaHopeful,1
thearmanef,GhaderiHoman,1
johnrickxxx,hacolhavel,1
reyhan_khanoom,hastizopherni,1
qufalim,yegaanm,1
khanomemorphine,0013my,1
kiarashmi,SaamGivrad,1
rahmadininOghli,ellwilltell,1
saeeeed2t,kaka0o07,1
RajaAzh14288540,Hpolitics99,1
Rezakh48069239,ghomaarbaazz,1
GeneralAtabak,KhabarCheh,1
rmshxxx,mohamadamin2002,1
gheyremarouf123,mardane_agah,1
khodakanlo,niilzef71,1
jebhepaydari_ir,jebhepaydari_ir,3
atieh_t,Marziye_,1
fazelakbari49,haftasemon,1
sheyda_baloch,Peyman_Aref,1
m_va70,babak20865,1
MARYAMAFSHAR100,AdaKoroush,1
Ya_M_H_M_D,Nematian3,1
unipk_,Oldtiger666,1
myfootkin,elmira_sharifi,1
Aaali5i,JmaIi__,1
ImmortalCombion,ImmortalCombion,1
SEsteghlali,bedoneid,1
ShahryarShefigh,disclosetv,1
aUAzmf5IBfAway2,MojtabaAmini13,1
yosuf_wafa,MdUbaid93954890,1
SEsteghlali,Bahman9402,1
jack_skeletonj,alone_acc,1
FHosseini36271,hadi_sobhanian,2
vincentine_gogh,duzlikiz,1
MRradifkar,bikas44444,1
Veronicasarina,SalgardMahsa2,2
irsepidar,Roozbeh_1987,1
Morfi,MadamePokolet,1
Amirhossein1710,lllmasn,1
ash_restart,ash_restart,1
Mohammad_eb_86,1Fullstack,1
ZarneshKhan5,S_dil2,1
KhalidAltaf10,ARYSabirShakir,1
Iranvich007,keyonek1,1
MehdiS15148486,journalist23640,1
ali74ap96,Amet978,1
omidhastamm,fzp348,1
aqsaeid,moritz1809,1
Mahdi_Akm,Mahdi_Akm,1
The_Pesar,iranux,1
Helia4_,Nils3737,1
japon_90_r,witch_on_moon,1
Helicont,Crenshaaaw,1
missmarpel75,Samantavin,1
CassandaneIran,Nasim93659482,1
peym0o0n,Sheila_Ghanbari,1
N_Bae_G,itsfaezeh_,1
navitehrani,FardadFarahzad,1
hosseinss639,mypersia1,1
KharabAliMirza,iranux,1
roshanak1,nix_nikooo,1
mahtab156,agha_mohamad1_,1
mmmdnbty,VerteMlle,1
IzadiFoad,ajamubaraka,1
KeyhanehAA,miiniyoongs,1
h4nni64l,forouzan_njvn,1
bluemo0o,petrichor_690,1
thedollsmom,mehrnaz_1,1
cherasaber,DokhtareeeIrann,1
paarinazii,97mohabbatebaba,1
DokhtarePor,spid1819,1
Aminwickk,ferferporteqal,1
kitkattired,Sydsobhan,1
kosmadrekhoda,HajipourShervin,1
13shin76,ataisthename,1
yousef__youse,disa525128,1
yYh8x5hC6nxh1Wd,goudarzimajd,1
konj___,RuhollahSeddigh,1
zyucklaaa,yllmoa,1
hajali037,NassehMostafa,1
hzhar9686923,AliArmAre,1
Akbar197319481,AmuTelevision,1
azadeh_zad,Kalireza2016,1
pizza_facey,robsmithonline,1
mayaghasemi,TeamShakeri,1
Khaltooor,saharmeshksar,1
hzakarami,IsraelWarRoom,1
mk_irani,Tasnimnews_Fa,1
Mosallh_,zkbhrr,1
Ehsan9459911,Smile65smile,1
Hadiseiu,erfmns,1
tahaporrjb86,lilmohii,1
overthinkfairy,overthinkfairy,1
Shar_kal,NavidFarda,1
peyda_,Sabra_tweeted,1
amini_fakher,amini_fakher,2
Fahad79598950,shaleem9,1
PartoGoodie,KhabarCheh,1
diakoforever,girl_darkness13,1
HodHod00b,binam97binam,1
hadi_khp,SadriniaAli,1
manabestaneyekd,amin1917,1
Qu_Vashti,AzChnd,1
dii_khy,mmaleki40,1
masteryi1997,urfavhossein,1
Nobody1373,Me_Unstoppable2,1
hajijaaaaaaan,nini_1375,1
m_Eastwood_Fan,m_Eastwood_Fan,1
gunduzbeyo1,urfavhossein,1
maryamhabibzade,AzadeMokhtari,1
tvk_Arash,Iflyfromhere_,1
soheili84,PahlaviReza,2
RezaNasri1,IsraelPersian,1
one_ummah__,Kabullcom1,1
MBF2btJpptWS0bC,ehsaankaramy,1
milantondra,20july1986,1
ElliRA0,Lautpourisch1,1
Mohamadalii234,bijann,1
Shadi84214639,taasianam,1
noworn3,Keyhan04177291,1
ikrmk181842,Zeidabadi_Ahmad,1
mahmud60,gh0lch0magh,1
mehrana07,abolmollaei1,1
ElaheBoghrat,AhmadMansour__,1
azi_swan,Imbaran_,1
arefallh93810,badllonmaroof,1
ISunaaI,aboutdanibodman,1
Milad_KM,aminthegrayy,1
00mor1lec,Zh_ra99,1
arizhou_,urfavhossein,1
Mahmoodfl1,IRN_GRL,1
mahan313313,moossaafeer,1
Kiumarsap,vahid__bahman,1
hamoudi_me64537,ltz_amir,1
Mike89021621717,Mike89021621717,1
Mr135900,janazahra86,1
dkdkdkkd1399,fesgheli_23,1
HadadiArash,mlkrd_,1
GOlVENUS,Tavaana,1
setashiiz,pechooke,1
Maahnaaz76,saliy345,1
hamid56466073,IranIntl,1
vw9902,wntrult,1
Himo_114,MasoudSa88,1
thatryk,ChaoticSahar,1
Mortezprs,kimya427,1
Shahriy65862208,amn83688778,1
ForouzanIraniii,hamshahrinews,1
PafPif4820,Deutschioo,1
delnaha,farhad_fathi_ir,1
Haj_mehrdad313,taha01668485177,1
MitraCross,zahra_htb,1
r_bastami,somia_gh_amini,1
thesittinggav,HegeI_javan,1
AlihosseiniMan,jiirjirak,1
shabnamalizade1,Bahar96n,1
TheSiMo0,PopBase,1
Firoo_la,mankiamkojam,1
Negarandeh22,HaniBouraghi,1
manamman78,koosgije,1
majbbbbbb,Kitty_Cat1998,1
cyrus50131838,_Mahdiyar313,1
Hooriehkhodami1,BESTRAGeneral,1
baazande,New_Shiekh,1
PeonyLoey61,z_exo321,1
1fpptZ5MhP8fwmz,W79hK,1
mcmxcixixi,TORatedR,1
banooyegilani,sabora_a,1
HeYoKa2023,Hamin__Amin,1
tena_soltani,Dimpact14,1
MushfeqRahmani,AFIntlBrk,1
kiku2536,Mehdi70501002,1
Aloha_Aleheh,meowrchi,1
chem13740,m_ghamkhar,1
siahdoostan,IranIntl,1
mohamadmsb,nooralitoon,1
SheTweeting,EtemadOnline,1
NezhadShafie,J1nne,1
Bahooll,ancientarow,1
4ziz07,esmaeil1350,1
Rbehshahri,seyed_amardost,1
hamidhaddadi6,GedanGalan,1
mohamadbalouch8,mohamadbalouch8,1
Milad_Mgh,FarideEnayati,1
purple_wall7,jknamjinnn7,1
ghazal_mtz,mr_d0ki,1
SamanthaIrani,saied369227,1
injoor_,visegrad24,1
Xll0ad,SAM32217498,1
amirhosayna,nazmoharram,1
naderifar,Sanjaribaf,1
Moji_Jonz7,AsalDadashloo,1
Ebrahim__002,KhorasanIntl,1
0x0token,Mr__M0rningstar,1
HamedKhah,Rasa1403,1
FereidoonBani,alireza07338545,1
L1x1r,MuhammadTaqiii,1
HjpNiayesh,sye2k3,1
llleyinthehouse,llleyinthehouse,1
mehrabunny_,mehrabunny_,1
kazem46755954,callme_nafas,1
young_sheldon1,tm0om,1
JavadZeyna10323,AdamJensen2021,1
A_k_niknam,taaher_l90,1
PeaceHappyJoy,PahlaviReza,1
Manjooooor,aliboskabady,1
abd_al_rughayeh,aten_soh,1
kolesistokin,mardemordadi,1
XiuweetIR,XiuweetIR,2
GhostRider3140,Mohamad_Nosoohi,1
yYh8x5hC6nxh1Wd,mihanimarzban03,1
SaeedSaleh2023,SaeedSaleh2023,2
blancaxash,arashfrtn,1
faryad_89,B_larde5,1
bazad_pro,mg_roya,1
AlamiMohib,daily_shahadat,1
khaatoooon,ARIA_MMRS,1
realferferi,gol__che,1
N3DA_D3H,FrayadAzadi,1
Toktam_v,IMAn6697,1
JOKERACN7,Mehras_,1
Navid_Danafar,shiftegaaan,1
theAgaph,xstdvll,1
peace_dream1400,zLqFTazDq1LACJm,1
abwt_mm,jusdarya,1
fatemehh_Rezaei,Meskin_zhr,1
marzim727,ishikhaki,1
EhsanPrs,Amirabdolahian,1
SaeSadeghi1,X6cTZffPNs5yjuj,1
shaaaarreh,_Mahdiyar313,1
______Afla_toun,m_a_h_s_a_B,1
ygmeryy,ittsarefe,1
butterfly_54r4,persian_george,1
maryambabano,sedsadr,1
YaghobiHossein,BigM0h,1
kambiz1400,Don_Saeid,1
Fresh_AblimoOo,TuckerCarlson,1
va_ashtari,va_ashtari,2
Iam_HalfBlood_P,XNashod,1
schrodingertypo,aarashkkhh,1
AlixTrky4,monasfhni,1
AmirHossein9229,freedoom2021,1
